seq	start	end	strand	locus_tag	com_id	type	description
FQ312003.1	2219440	2220853	1	SL1344_2106	yegB	CDS	hypothetical transporter protein
FQ312003.1	2220852	2222256	1	SL1344_2107	baeS	CDS	hypothetical two-component system sensor kinase
FQ312003.1	2222252	2222975	1	SL1344_2108	baeR	CDS	hypothetical two-component system response regulator
FQ312003.1	2223561	2224446	1	SL1344_2109	SL1344_2109	CDS	conserved hypothetical protein
FQ312003.1	2224445	2225162	1	SL1344_2110	SL1344_2110	CDS	hypothetical protein
FQ312003.1	2225172	2227284	1	SL1344_2111	SL1344_2111	CDS	hypothetical protein
FQ312003.1	2227399	2228761	1	SL1344_2112	yegQ	CDS	hypothetical protease
FQ312003.1	2229211	2230258	1	SL1344_2113	sseK2	CDS	Type III secretion system effector protein
FQ312003.1	2230293	2230710	-1	SL1344_2114	srcA	CDS	Type III secretion system effector chaperone
FQ312003.1	2230831	2231167	-1	SL1344_2115	SL1344_2115	CDS	hypothetical membrane protein
FQ312003.1	2231528	2231645	-1	SL1344_2116	SL1344_2116	CDS	hypothetical protein
FQ312003.1	2231728	2232628	1	SL1344_2117	yegS	CDS	conserved hypothetical protein
FQ312003.1	2232680	2233733	-1	SL1344_2118	fbaB	CDS	fructose-bisphosphate aldolase class I
FQ312003.1	2233986	2235258	1	SL1344_2119	yegT	CDS	hypothetical nucleoside permease
FQ312003.1	2235254	2236259	1	SL1344_2120	yegU	CDS	hypothetical hydrolase
FQ312003.1	2236360	2237221	1	SL1344_2121	yegV	CDS	hypothetical sugar kinase
FQ312003.1	2237194	2237941	-1	SL1344_2122	yegW	CDS	hypothetical gntR-family transcriptional regulator
FQ312003.1	2237976	2238777	-1	SL1344_2123	thiD	CDS	phosphomethylpyrimidine kinase
FQ312003.1	2238763	2239561	-1	SL1344_2124	thiM	CDS	Hydroxyethylthiazole kinase
FQ312003.1	2239970	2240285	1	SL1344_2125	SL1344_2125	CDS	conserved hypothetical protein
FQ312003.1	2240547	2241555	-1	SL1344_2126	stcD	CDS	hypothetical exported protein
FQ312003.1	2241570	2244060	-1	SL1344_2127	stcC	CDS	hypothetical outer membrane usher protein
FQ312003.1	2244073	2244757	-1	SL1344_2128	stcB	CDS	hypothetical fimbrial chaperone protein
FQ312003.1	2244812	2245343	-1	SL1344_2129	stcA	CDS	hypothetical fimbrial subunit protein
FQ312003.1	2245621	2245903	-1	SL1344_2130	yehE	CDS	conserved hypothetical protein
FQ312003.1	2246180	2247290	-1	SL1344_2131	mrp	CDS	conserved hypothetical protein
FQ312003.1	2247454	2249488	1	SL1344_2132	metG	CDS	Methionyl-tRNA synthetase
FQ312003.1	2249728	2250187	1	SL1344_2133	yehR	CDS	hypothetical lipoprotein
FQ312003.1	2250358	2250889	1	SL1344_2134	SL1344_2134	CDS	hypothetical lipoprotein
FQ312003.1	2250945	2251413	-1	SL1344_2135	yehS	CDS	conserved hypothetical protein
FQ312003.1	2251459	2252179	-1	SL1344_2136	yehT	CDS	hypothetical two-component system response regulator
FQ312003.1	2252175	2253861	-1	SL1344_2137	yehU	CDS	hypothetical two-component system sensor kinase
FQ312003.1	2254083	2254815	1	SL1344_2138	yehV	CDS	hypothetical transcriptional regulator
FQ312003.1	2254874	2254982	1	SL1344_2139	yohO	CDS	hypothetical protein; conserved sORF
FQ312003.1	2254962	2255694	-1	SL1344_2140	yehW	CDS	hypothetical permease transmembrane component
FQ312003.1	2255677	2256625	-1	SL1344_2141	yehX	CDS	ABC transporter ATP-binding protein
FQ312003.1	2256617	2257787	-1	SL1344_2142	yehY	CDS	hypothetical permease transmembrane component
FQ312003.1	2257790	2258708	-1	SL1344_2143	yehZ	CDS	hypothetical periplasmic protein
FQ312003.1	2258888	2261186	-1	SL1344_2144	bglX	CDS	periplasmic beta-glucosidase precursor
FQ312003.1	2261452	2263183	1	SL1344_2145	dld	CDS	D-lactate dehydrogenase
FQ312003.1	2263240	2264149	-1	SL1344_2146	pbpG	CDS	penicillin-binding protein
FQ312003.1	2264353	2264941	-1	SL1344_2147	yohC	CDS	hypothetical membrane protein
FQ312003.1	2265072	2265669	1	SL1344_2148	yohD	CDS	hypothetical membrane protein
FQ312003.1	2265717	2266479	-1	SL1344_2149	yohF	CDS	hypothetical oxidoreductase
FQ312003.1	2266544	2267981	-1	SL1344_2150	yohG	CDS	hypothetical lipoprotein
FQ312003.1	2268439	2269378	-1	SL1344_2151	yohI	CDS	conserved hypothetical protein
FQ312003.1	2269486	2270680	-1	SL1344_2152	SL1344_2152	CDS	hypothetical n-hydroxybenzoate hydroxylase
FQ312003.1	2270694	2271339	-1	SL1344_2153	SL1344_2153	CDS	glutathione-S-transferase-family protein
FQ312003.1	2271347	2272049	-1	SL1344_2154	SL1344_2154	CDS	FAA-hydrolase-family protein
FQ312003.1	2272064	2273102	-1	SL1344_2155	SL1344_2155	CDS	hypothetical gentisate 1,2-dioxygenase
FQ312003.1	2273113	2274472	-1	SL1344_2156	SL1344_2156	CDS	hypothetical n-hydroxybenzoate transporter
FQ312003.1	2274597	2275506	1	SL1344_2157	SL1344_2157	CDS	hypothetical transcriptional regulator
FQ312003.1	2275637	2276036	1	SL1344_2158	yohJ	CDS	hypothetical membrane protein
FQ312003.1	2276032	2276728	1	SL1344_2159	yohK	CDS	puatative membrane protein
FQ312003.1	2276881	2277766	1	SL1344_2160	cdd	CDS	cytidine deaminase
FQ312003.1	2277942	2278662	1	SL1344_2161	sanA	CDS	vancomycin resistance protein
FQ312003.1	2278658	2278904	1	SL1344_2162	b2145	CDS	hypothetical membrane protein
FQ312003.1	2279108	2280350	1	SL1344_2163	SL1344_2163	CDS	hypothetical oxidoreductase
FQ312003.1	2280343	2281579	1	SL1344_2164	yeiA	CDS	hypothetical oxidoreductase
FQ312003.1	2281653	2282664	-1	SL1344_2165	mglC	CDS	galactoside transport system permease protein MglC
FQ312003.1	2282679	2284200	-1	SL1344_2166	mglA	CDS	galactoside transport atp-binding protein mgla
FQ312003.1	2284333	2285332	-1	SL1344_2167	mglB	CDS	D-galactose-binding periplasmic protein precursor
FQ312003.1	2285830	2286853	-1	SL1344_2168	galS	CDS	mgl repressor and galactose ultrainduction factor
FQ312003.1	2287002	2288145	-1	SL1344_2169	yeiB	CDS	hypothetical membrane protein
FQ312003.1	2288159	2288828	-1	SL1344_2170	folE	CDS	GTP cyclohydrolase I
FQ312003.1	2289157	2290015	1	SL1344_2171	yeiG	CDS	hypothetical esterase
FQ312003.1	2290003	2290393	-1	SL1344_2172	SL1344_2172	CDS	hypothetical DNA-binding protein
FQ312003.1	2290397	2291765	-1	SL1344_2173	SL1344_2173	CDS	hypothetical L-serine dehydratase
FQ312003.1	2291981	2292869	1	SL1344_2174	SL1344_2174	CDS	hypothetical hydrolase
FQ312003.1	2292901	2294224	1	SL1344_2175	SL1344_2175	CDS	hypothetical regulatory protein
FQ312003.1	2294267	2296259	-1	SL1344_2176	cirA	CDS	colicin I receptor precursor
FQ312003.1	2296603	2298073	-1	SL1344_2177	lysP	CDS	lysine-specific permease
FQ312003.1	2298262	2299126	-1	SL1344_2178	yeiE	CDS	hypothetical transcriptional regulator
FQ312003.1	2299246	2300296	1	SL1344_2179	yeiH	CDS	hypothetical membrane protein
FQ312003.1	2300374	2301232	1	SL1344_2180	nfo	CDS	Probable endonuclease IV
FQ312003.1	2301296	2302985	-1	SL1344_2181	fruA	CDS	PTS system, fructose-specific IIBC component
FQ312003.1	2303001	2303859	-1	SL1344_2182	fruK	CDS	1-phosphofructokinase
FQ312003.1	2303939	2305070	-1	SL1344_2183	fruB	CDS	pts system, fructose-specific IIA/FPR component
FQ312003.1	2305438	2306620	1	SL1344_2184	setB	CDS	sugar efflux transporter
FQ312003.1	2306684	2307350	-1	SL1344_2185	STM2208	CDS	cytoplasmic membrane protein
FQ312003.1	2307351	2307474	-1	SL1344_2186	STM2209	CDS	cytoplasmic membrane protein
FQ312003.1	2307861	2308116	-1	SL1344_2187	SL1344_2187	CDS	conserved hypothetical protein
FQ312003.1	2308439	2309012	1	SL1344_2188	yeiP	CDS	elongation factor p-like protein
FQ312003.1	2309224	2310211	1	SL1344_2189	yeiR	CDS	conserved hypothetical protein
FQ312003.1	2310240	2310960	1	SL1344_2190	yeiU	CDS	hypothetical membrane protein
FQ312003.1	2311373	2311946	1	SL1344_2191	spr	CDS	hypothetical lipoprotein
FQ312003.1	2312271	2313828	1	SL1344_2192	rtn	CDS	rtn protein
FQ312003.1	2313934	2315740	1	SL1344_2193	yejA	CDS	hypothetical transport system periplasmic binding protein
FQ312003.1	2315749	2316844	1	SL1344_2194	yejB	CDS	hypothetical binding-protein-dependent transporter
FQ312003.1	2316843	2317869	1	SL1344_2195	yejE	CDS	hypothetical binding-protein-dependent transporter
FQ312003.1	2317870	2319460	1	SL1344_2196	yejF	CDS	hypothetical ABC-transporter ATP-binding protein
FQ312003.1	2319463	2319808	-1	SL1344_2197	yejG	CDS	conserved hypothetical protein
FQ312003.1	2320198	2321389	-1	SL1344_2198	bcr	CDS	bicyclomycin resistance protein
FQ312003.1	2321416	2322112	-1	SL1344_2199	rsuA	CDS	ribosomal small subunit pseudouridine synthase
FQ312003.1	2322263	2324024	1	SL1344_2200	yejH	CDS	hypothetical helicase
FQ312003.1	2324148	2324433	1	SL1344_2201	rplY	CDS	50s ribosomal protein L25
FQ312003.1	2324541	2325162	-1	SL1344_2202	SL1344_2202	CDS	hypothetical membrane protein
FQ312003.1	2325189	2326197	-1	SL1344_2203	yejK	CDS	nucleoid-asociated protein
FQ312003.1	2326376	2326604	1	SL1344_2204	yejL	CDS	conserved hypothetical protein
FQ312003.1	2326635	2328396	1	SL1344_2205	yejM	CDS	hypothetical sulphatase
FQ312003.1	2328676	2329147	-1	SL1344_2206	SL1344_2206	CDS	DNA polymerase V subunit
FQ312003.1	2329207	2329498	1	SL1344_2207	SL1344_2207	CDS	hypothetical SsrB-regulated factor
FQ312003.1	2329845	2331675	1	SL1344_2208	oafA	CDS	hypothetical lipopolysaccharide modification acyltransferase
FQ312003.1	2331728	2332172	-1	SL1344_2209	SL1344_2209	CDS	tail fiber assembly protein
FQ312003.1	2332549	2333077	-1	SL1344_2210	SL1344_2210	CDS	hypothetical bacteriophage tail fiber assembly protein
FQ312003.1	2333079	2334321	-1	SL1344_2211	SL1344_2211	CDS	predicted bacteriophage protein
FQ312003.1	2334381	2334900	-1	SL1344_2212	SL1344_2212	CDS	bacteriophage prohead protease, HK97 family
FQ312003.1	2334913	2335243	-1	SL1344_2213	SL1344_2213	CDS	bacteriophage holin, lambda family
FQ312003.1	2335539	2336871	1	SL1344_2214	SL1344_2214	CDS	predicted bacteriophage protein
FQ312003.1	2336899	2337268	-1	SL1344_2215	SL1344_2215	CDS	predicted bacteriophage protein
FQ312003.1	2337282	2338272	-1	SL1344_2216	SL1344_2216	CDS	predicted bacteriophage protein
FQ312003.1	2338600	2340967	-1	SL1344_2217	sspH2	CDS	Type III secretion system effector protein-E3 Ubiquitin ligase
FQ312003.1	2341135	2341339	-1	SL1344_2218	SL1344_2218	CDS	hypothetical tail fiber protein of bacteriophage
FQ312003.1	2341635	2342463	-1	SL1344_2219	SL1344_2219	pseudo	Putative bacteriophage tail fibre protein (pseudogene)
FQ312003.1	2342729	2342933	1	SL1344_2220	SL1344_2220	CDS	homolog of virulence protein msgA
FQ312003.1	2343124	2343688	-1	SL1344_2221	SL1344_2221	CDS	exported protein
FQ312003.1	2344417	2345065	1	SL1344_2222	narP	CDS	nitrate/nitrite response regulator protein NarP
FQ312003.1	2345108	2346152	-1	SL1344_2223	ccmH2	CDS	cytochrome C-type biogenesis protein H2
FQ312003.1	2346148	2346706	-1	SL1344_2223A	ccmG2	CDS	cytochrome C-type biogenesis protein
FQ312003.1	2346702	2348634	-1	SL1344_2223B	ccmF2	CDS	cytochrome C-type biogenesis protein
FQ312003.1	2348630	2349110	-1	SL1344_2223C	ccmE2	CDS	protoheme transport protein
FQ312003.1	2349106	2349280	-1	SL1344_2223D	ccmD2	CDS	protoheme transport protein
FQ312003.1	2349315	2350062	-1	SL1344_2223E	ccmC2	CDS	protoheme transport protein
FQ312003.1	2350104	2350761	-1	SL1344_2223F	ccmB2	CDS	protoheme transport protein B2
FQ312003.1	2350760	2351378	-1	SL1344_2224	ccmA2	CDS	protoheme transport protein
FQ312003.1	2351398	2352001	-1	SL1344_2225	napC	CDS	cytochrome c-type protein NapC
FQ312003.1	2352010	2352460	-1	SL1344_2226	napB	CDS	cytochrome c-type protein NapB precursor
FQ312003.1	2352575	2353445	-1	SL1344_2227	napH	CDS	ferredoxin-type protein NapH
FQ312003.1	2353431	2354127	-1	SL1344_2228	napG	CDS	ferredoxin-type protein NapG
FQ312003.1	2354133	2356620	-1	SL1344_2229	napA	CDS	probable nitrate reductase
FQ312003.1	2356616	2356880	-1	SL1344_2230	napD	CDS	hypothetical napAB assembly protein
FQ312003.1	2356869	2357361	-1	SL1344_2231	napF	CDS	ferredoxin-type protein NapF
FQ312003.1	2357774	2358269	1	SL1344_2232	eco	CDS	Ecotin precursor.
FQ312003.1	2358477	2360121	-1	SL1344_2233	yojI	CDS	hypothetical ABC transporter ATP-binding protein
FQ312003.1	2360196	2360847	-1	SL1344_2234	alkB	CDS	AlkB protein
FQ312003.1	2360849	2361911	-1	SL1344_2235	ada	CDS	ADA regulatory protein
FQ312003.1	2361991	2363044	-1	SL1344_2236	apbE	CDS	thiamine biosynthesis protein
FQ312003.1	2363158	2364127	-1	SL1344_2237	ompC	CDS	outer membrane protein C
FQ312003.1	2365023	2367693	1	SL1344_2238	yojN	CDS	hypothetical two-component system sensor kinase
FQ312003.1	2367709	2368360	1	SL1344_2239	rcsB	CDS	regulator of capsule synthesis B component
FQ312003.1	2368462	2371309	-1	SL1344_2240	rcsC	CDS	sensor protein RcsC
FQ312003.1	2371426	2374063	-1	SL1344_2241	gyrA	CDS	DNA gyrase subunit A
FQ312003.1	2374472	2375675	-1	SL1344_2242	SL1344_2242	CDS	hypothetical MR-MLE-family protein
FQ312003.1	2375689	2377015	-1	SL1344_2243	SL1344_2243	CDS	hypothetical transmembrane transpot protein
FQ312003.1	2377253	2377949	1	SL1344_2244	SL1344_2244	CDS	hypothetical transcriptional regulator
FQ312003.1	2378031	2378760	1	SL1344_2245	ubiG	CDS	3-demethylubiquinone-9 3-methyltransferase
FQ312003.1	2379115	2381401	1	SL1344_2246	nrdA	CDS	ribonucleoside-diphosphate reductase 1 alpha chain
FQ312003.1	2381513	2382644	1	SL1344_2247	nrdB	CDS	ribonucleoside-diphosphate reductase 1 beta chain
FQ312003.1	2382643	2382898	1	SL1344_2248	yfaE	CDS	hypothetical ferredoxin
FQ312003.1	2382899	2384090	-1	SL1344_2249	SL1344_2249	CDS	hypothetical transmembrane transport protein
FQ312003.1	2384251	2385130	1	SL1344_2250	SL1344_2250	CDS	hypothetical transcriptional regulator
FQ312003.1	2385245	2386316	-1	SL1344_2251	glpQ	CDS	glycerophosphoryl diester phosphodiesterase periplasmic precursor
FQ312003.1	2386320	2387679	-1	SL1344_2252	glpT	CDS	glycerol-3-phosphate transporter
FQ312003.1	2387951	2389580	1	SL1344_2253	glpA	CDS	anaerobic glycerol-3-phosphate dehydrogenase subunit A
FQ312003.1	2389569	2390829	1	SL1344_2254	glpB	CDS	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
FQ312003.1	2390825	2392016	1	SL1344_2255	glpC	CDS	anaerobic glycerol-3-phosphate dehydrogenase subunit C
FQ312003.1	2392510	2393464	1	SL1344_2256	sseL	CDS	Type III secretion system effector protein, deubiquitinase
FQ312003.1	2393573	2393750	-1	SL1344_2257	SL1344_2257	CDS	conserved hypothetical protein
FQ312003.1	2393755	2394559	-1	SL1344_2258	SL1344_2258	CDS	hypothetical 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase
FQ312003.1	2394584	2395874	-1	SL1344_2259	yfaV	CDS	hypothetical transport protein
FQ312003.1	2395929	2397147	-1	SL1344_2260	yfaW	CDS	hypothetical MR-MLE-family protein
FQ312003.1	2397148	2397931	-1	SL1344_2261	yfaX	CDS	hypothetical transcriptional regulator
FQ312003.1	2398180	2399377	-1	SL1344_2262	SL1344_2262	CDS	conserved hypothetical protein
FQ312003.1	2399491	2400058	-1	SL1344_2263	yfaZ	CDS	conserved hypothetical protein
FQ312003.1	2400312	2400738	1	SL1344_2264	yfaO	CDS	conserved hypothetical protein
FQ312003.1	2400782	2401388	-1	SL1344_2265	ais	CDS	hypothetical protein (protein induced by aluminum)
FQ312003.1	2401668	2402826	1	SL1344_2266	yfbE	CDS	hypothetical lipopolysaccharide biosynthesis protein
FQ312003.1	2402828	2403812	1	SL1344_2267	pmrF	CDS	hypothetical lipopolysaccharide modification protein
FQ312003.1	2403808	2405791	1	SL1344_2268	yfbG	CDS	hypothetical lipopolysaccharide modification protein
FQ312003.1	2405787	2406687	1	SL1344_2269	SL1344_2269	CDS	conserved hypothetical protein
FQ312003.1	2406683	2408330	1	SL1344_2270	arnT	CDS	melittin resistance protein PqaB
FQ312003.1	2408404	2408662	1	SL1344_2271	SL1344_2271	CDS	hypothetical inner membrane protein
FQ312003.1	2408661	2409039	1	SL1344_2272	SL1344_2272	CDS	hypothetical membrane protein
FQ312003.1	2409033	2409291	-1	SL1344_2273	pmrD	CDS	polymyxin B resistance protein
FQ312003.1	2409388	2410756	-1	SL1344_2274	menE	CDS	O-succinylbenzoic acid-CoA ligase
FQ312003.1	2410752	2411715	-1	SL1344_2275	menC	CDS	O-succinylbenzoate synthase
FQ312003.1	2411714	2412572	-1	SL1344_2276	menB	CDS	naphthoate synthase
FQ312003.1	2412586	2413345	-1	SL1344_2277	yfbB	CDS	conserved hypothetical protein
FQ312003.1	2413341	2415012	-1	SL1344_2278	menD	CDS	menaquinone biosynthesis protein
FQ312003.1	2415097	2416393	-1	SL1344_2279	menF	CDS	isochorismate synthase
FQ312003.1	2416493	2416805	-1	SL1344_2280	elaB	CDS	conserved hypothetical protein
FQ312003.1	2416853	2417315	-1	SL1344_2281	elaA	CDS	conserved hypothetical protein
FQ312003.1	2417375	2418293	1	SL1344_2282	elaC	CDS	Ribonuclease Z
FQ312003.1	2418358	2419360	1	SL1344_2283	SL1344_2283	CDS	hypothetical receptor/regulator protein
FQ312003.1	2419400	2421182	-1	SL1344_2284	yfbK	CDS	lipoprotein
FQ312003.1	2422069	2423527	-1	SL1344_2285	nuoN	CDS	NADH dehydrogenase I chain N
FQ312003.1	2423533	2425063	-1	SL1344_2286	nuoM	CDS	NADH dehydrogenase I chain M
FQ312003.1	2425376	2427218	-1	SL1344_2287	nuoL	CDS	NADH dehydrogenase I chain L
FQ312003.1	2427214	2427517	-1	SL1344_2288	nuoK	CDS	NADH dehydrogenase I chain k
FQ312003.1	2427513	2428068	-1	SL1344_2289	nuoJ	CDS	NADH dehydrogenase I chain J
FQ312003.1	2428078	2428621	-1	SL1344_2290	nuoI	CDS	NADH dehydrogenase I chain I
FQ312003.1	2428635	2429613	-1	SL1344_2291	nuoH	CDS	NADH dehydrogenase I chain H
FQ312003.1	2429609	2432336	-1	SL1344_2292	nuoG	CDS	NADH dehydrogenase I chain G
FQ312003.1	2432366	2433704	-1	SL1344_2293	nuoF	CDS	NADH dehydrogenase I chain F
FQ312003.1	2433700	2434201	-1	SL1344_2294	nuoE	CDS	NADH dehydrogenase I chain E
FQ312003.1	2434203	2436006	-1	SL1344_2295	nuoC	CDS	NADH dehydrogenase I chain C; chain D
FQ312003.1	2436092	2436755	-1	SL1344_2296	nuoB	CDS	NADH dehydrogenase I chain B
FQ312003.1	2436770	2437214	-1	SL1344_2297	nuoA	CDS	NADH dehydrogenase I chain A
FQ312003.1	2437608	2437761	-1	SL1344_2298	SL1344_2298	CDS	hypothetical protein
FQ312003.1	2437840	2438779	-1	SL1344_2299	lrhA	CDS	NADH dehydrogenase operon transcriptional regulator
FQ312003.1	2439710	2440925	1	SL1344_2300	yfbQ	CDS	hypothetical aminotransferase
FQ312003.1	2441018	2441618	1	SL1344_2301	SL1344_2301	CDS	Hypothetical UPF0207 protein <ORFName>.
FQ312003.1	2441709	2443536	-1	SL1344_2302	yfbS	CDS	hypothetical sodium/sulphate transporter
FQ312003.1	2443612	2444290	-1	SL1344_2303	yfbT	CDS	hypothetical phosphatase
FQ312003.1	2444282	2444777	-1	SL1344_2304	yfbU	CDS	Hypothetical UPF0304 protein <ORFName>.
FQ312003.1	2444859	2445315	-1	SL1344_2305	SL1344_2305	CDS	conserved hypothetical protein
FQ312003.1	2445654	2446857	1	SL1344_2306	ackA	CDS	acetate kinase
FQ312003.1	2446933	2449078	1	SL1344_2307	pta	CDS	phosphate acetyltransferase
FQ312003.1	2449295	2450816	1	SL1344_2308	yfcC	CDS	hypothetical membrane protein
FQ312003.1	2450864	2451818	-1	SL1344_2309	SL1344_2309	CDS	hypothetical transketolase C-terminal section
FQ312003.1	2451810	2452641	-1	SL1344_2310	SL1344_2310	CDS	hypothetical transketolase N-terminal section
FQ312003.1	2452637	2454029	-1	SL1344_2311	SL1344_2311	CDS	hypothetical membrane protein
FQ312003.1	2454049	2454322	-1	SL1344_2312	SL1344_2312	CDS	hypothetical sugar phosphotransferase component II B
FQ312003.1	2454402	2454846	-1	SL1344_2313	SL1344_2313	CDS	hypothetical sugar phosphotransferase component II A
FQ312003.1	2455098	2456118	1	SL1344_2314	SL1344_2314	CDS	hypothetical transcriptional regulator
FQ312003.1	2456123	2456678	-1	SL1344_2315	SL1344_2315	CDS	conserved hypothetical protein
FQ312003.1	2456734	2457286	-1	SL1344_2316	yfcE	CDS	conserved hypothetical protein
FQ312003.1	2457341	2457986	-1	SL1344_2317	yfcF	CDS	hypothetical glutathione-S transferase
FQ312003.1	2458128	2458776	1	SL1344_2318	yfcG	CDS	hypothetical glutathione-S transferase
FQ312003.1	2458901	2459795	1	SL1344_2319	yfcH	CDS	conserved hypothetical protein
FQ312003.1	2459846	2460623	-1	SL1344_2320	hisP	CDS	histidine transport ATP-binding protein
FQ312003.1	2460633	2461341	-1	SL1344_2321	hisM	CDS	histidine transport system permease
FQ312003.1	2461337	2462024	-1	SL1344_2322	hisQ	CDS	histidine transport system permease protein
FQ312003.1	2462206	2462989	-1	SL1344_2323	hisJ	CDS	histidine-binding periplasmic protein
FQ312003.1	2463226	2464009	-1	SL1344_2324	argT	CDS	lysine-arginine-ornithine-binding periplasmic protein precursor
FQ312003.1	2464297	2464867	-1	SL1344_2325	ubiX	CDS	hypothetical decarboxylase
FQ312003.1	2464893	2466300	-1	SL1344_2326	SL1344_2326	CDS	hypothetical amino acid permease
FQ312003.1	2466363	2467467	-1	SL1344_2327	SL1344_2327	CDS	conserved hypothetical protein
FQ312003.1	2467468	2468890	-1	SL1344_2328	SL1344_2328	CDS	hypothetical amino acid transporter
FQ312003.1	2468980	2470378	-1	SL1344_2329	SL1344_2329	CDS	hypothetical amino acid decarboxylase
FQ312003.1	2470588	2472016	1	SL1344_2330	SL1344_2330	CDS	hypothetical transcriptional regulator
FQ312003.1	2472051	2473569	-1	SL1344_2331	purF	CDS	amidophosphoribosyltransferase
FQ312003.1	2473606	2474095	-1	SL1344_2332	cvpA	CDS	colicin V production protein (DedE protein)
FQ312003.1	2474405	2475080	-1	SL1344_2333	dedD	CDS	DedD protein
FQ312003.1	2475069	2476338	-1	SL1344_2334	folC	CDS	folylpolyglutamate synthase
FQ312003.1	2476405	2477320	-1	SL1344_2335	accD	CDS	acetyl-CoA carboxylase beta subunit
FQ312003.1	2477469	2478129	-1	SL1344_2336	dedA	CDS	DedA protein (dsg-1 protein)
FQ312003.1	2478177	2478990	-1	SL1344_2337	truA	CDS	tRNA pseudouridine synthase A
FQ312003.1	2478989	2480003	-1	SL1344_2338	usg	CDS	hypothetical semialdehyde dehydrogenase
FQ312003.1	2480070	2481207	-1	SL1344_2339	pdxB	CDS	Erythronate-4-phosphate dehydrogenase
FQ312003.1	2481310	2482312	1	SL1344_2340	div	CDS	Div protein
FQ312003.1	2482308	2483487	-1	SL1344_2341	SL1344_2341	CDS	hypothetical transmembrane transporter
FQ312003.1	2483666	2484041	-1	SL1344_2342	SL1344_2342	CDS	predicted bacteriophage protein
FQ312003.1	2484213	2484462	1	SL1344_2343	SL1344_2343	CDS	hypothetical DNA-binding protein
FQ312003.1	2484630	2484999	1	SL1344_2344	SL1344_2344	CDS	hypothetical protein
FQ312003.1	2484998	2485517	1	SL1344_2345	SL1344_2345	CDS	hypothetical lipoprotein
FQ312003.1	2485583	2486240	-1	SL1344_2346	SL1344_2346	CDS	conserved hypothetical protein
FQ312003.1	2486337	2487552	-1	SL1344_2347	fabB	CDS	3-oxoacyl-[acyl-carrier-protein] synthase I
FQ312003.1	2487651	2489712	1	SL1344_2348	mnmC	CDS	conserved hypothetical protein
FQ312003.1	2489763	2490039	-1	SL1344_2349	yfcL	CDS	conserved hypothetical protein
FQ312003.1	2490071	2490620	-1	SL1344_2350	yfcM	CDS	conserved hypothetical protein
FQ312003.1	2490619	2491429	-1	SL1344_2351	yfcA	CDS	hypothetical membrane protein
FQ312003.1	2491428	2492253	-1	SL1344_2352	mepA	CDS	penicillin-insensitive murein endopeptidase precursor
FQ312003.1	2492256	2493342	-1	SL1344_2353	aroC	CDS	Chorismate synthase
FQ312003.1	2493377	2494310	-1	SL1344_2354	yfcB	CDS	conserved hypothetical protein
FQ312003.1	2494475	2495027	1	SL1344_2355	yfcN	CDS	conserved hypothetical protein
FQ312003.1	2495126	2495612	-1	SL1344_2356	sixA	CDS	phosphohistidine phosphatase
FQ312003.1	2495820	2497968	-1	SL1344_2357	fadJ	CDS	hypothetical fatty acid oxidation complex alpha subunit
FQ312003.1	2497967	2499278	-1	SL1344_2358	fadI	CDS	hypothetical 3-ketoacyl-CoA thiolase
FQ312003.1	2499455	2499740	-1	SL1344_2359	yfcZ	CDS	conserved hypothetical protein
FQ312003.1	2500104	2501418	1	SL1344_2360	fadL	CDS	long-chain fatty acid transport protein precursor
FQ312003.1	2501478	2502234	-1	SL1344_2361	vacJ	CDS	VacJ lipoprotein precursor
FQ312003.1	2502522	2503464	1	SL1344_2362	yfdC	CDS	hypothetical membrane protein
FQ312003.1	2503770	2504709	-1	SL1344_2363	pgtE	CDS	outer membrane protease E
FQ312003.1	2504976	2506224	-1	SL1344_2364	pgtA	CDS	phosphoglycerate transport system transcriptional regulatory protein PgtA
FQ312003.1	2506213	2508220	-1	SL1344_2365	pgtB	CDS	phosphoglycerate transport system sensor protein PgtB
FQ312003.1	2508216	2509410	-1	SL1344_2366	pgtC	CDS	phosphoglycerate transport regulatory protein PgtC precursor
FQ312003.1	2509845	2511237	1	SL1344_2367	pgtP	CDS	phosphoglycerate transporter protein
FQ312003.1	2511512	2511755	-1	SL1344_2368	SL1344_2368	CDS	conserved hypothetical protein
FQ312003.1	2512276	2513197	1	SL1344_2369	lpxP	CDS	encodes the cold shock-induced palmitoleoyl transferase
FQ312003.1	2513599	2513671	1	SL1344_2369A	ypdK	CDS	conserved sORF
FQ312003.1	2513720	2514959	-1	SL1344_2370	yfdZ	CDS	hypothetical aminotransferase
FQ312003.1	2515679	2516645	-1	SL1344_2371	glk	CDS	Glucokinase
FQ312003.1	2516848	2518084	1	SL1344_2372	SL1344_2372	CDS	hypothetical membrane protein
FQ312003.1	2518103	2519756	-1	SL1344_2373	SL1344_2373	CDS	hypothetical decarboxylase
FQ312003.1	2519935	2520934	1	SL1344_2374	SL1344_2374	CDS	hypothetical ion-channel protein
FQ312003.1	2521047	2521374	1	SL1344_2375	ypeC	CDS	conserved hypothetical protein
FQ312003.1	2521434	2522676	-1	SL1344_2376	mntH	CDS	Probable manganese transport protein mntH.
FQ312003.1	2523018	2524221	1	SL1344_2377	nupC	CDS	nucleoside permease NupC
